"Reference";"National reference";"Country/Territory";"Typ";"Disease name";"Disease type";"Epidemiological unit";"Submitted on";"Modified on";"Administrative division level 1";"Administrative division level 2";"Administrative division level 3";"Outbreak occurring inside an already restricted zone";"Latitude";"Longitude";"Approximate location";"Location";"Wildlife type 1";"Production Type 1";"Water type 1";"Production system 1";"Measuring unit 1";"Susceptible 1";"Cases 1";"Dead 1";"Killed 1";"Slaughtered 1";"Vaccinated 1";"Outbreak year";"Suspicion/Start date";"Confirmation date";"End date";"Status Continuing/Resolved";"Suspicion";"Clinical signs";"Diagnostic tests";"Necropsy";"Category 1";"Subcategory 1";"Test name 1";"Test type 1";"Laboratory type 1";"Species 1";"Result date 1";"Result type 1";"Pertinence"
"PL-HPAI(P)-2026-pd929";"2026/99-p69to";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-23";"2026-04-27";"Mazowieckie";"Mława";"Radzanów";"true";"52,8891607357915";"20,103320114213396";"false";"Gradzanowo Zbęskie";NaN;"Poultry";NaN;NaN;"Tiere";"17282";"17282";"150";"17132";NaN;NaN;"2026";"2026-04-20";"2026-04-21";"2026-04-22";"Resolved";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-21";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-v4lo1";"2026/98-xyuc8";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-23";"2026-04-27";"Mazowieckie";"Mława";"Stupsk";"true";"52,9883732609341";"20,552760940477977";"false";"Żmijewo Kuce";NaN;"Poultry";NaN;NaN;"Tiere";"38003";"38003";"116";"37887";NaN;NaN;"2026";"2026-04-20";"2026-04-21";"2026-04-22";"Resolved";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-21";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-pcpe7";"2026/96-sggl3";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-23";"2026-04-27";"Mazowieckie";"Żuromin";"Żuromin";"true";"53,0659623026839";"19,906848773271786";"false";"Poniatowo";NaN;"Poultry";NaN;NaN;"Tiere";"32426";"32426";"214";"32212";NaN;NaN;"2026";"2026-04-20";"2026-04-21";"2026-04-22";"Resolved";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-21";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-m2u1r";"2026/95-jqnra";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-23";"2026-04-27";"Mazowieckie";"Żuromin";"Bieżuń";"true";"52,9545294118491";"19,974157102344371";"false";"Gołuszyn";NaN;"Poultry";NaN;NaN;"Tiere";"26692";"26692";"300";"26392";NaN;NaN;"2026";"2026-04-20";"2026-04-21";"2026-04-22";"Resolved";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-21";"Positive";"EU and WOAH"
"PL-ASF-2026-hv5pq";"2026/987-ide8h";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Podkarpackie";"Łańcut";"Łańcut (rural)";"true";"50,0322633744769";"22,116638691044702";"false";"Łańcut (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-19";"2026-04-21";"2026-04-21";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"PL-ASF-2026-mcyhi";"2026/986-xu9gx";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Podkarpackie";"Rzeszów";"Hyżne";"true";"49,9172355803333";"22,200197908964977";"false";"Hyżne";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-18";"2026-04-21";"2026-04-21";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"PL-ASF-2026-gaeej";"2026/985-956tm";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Podkarpackie";"Rzeszów";"Hyżne";"true";"49,9064861606555";"22,208822187442404";"false";"Hyżne";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-17";"2026-04-21";"2026-04-21";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-3rj1y";"26-011-5xav0";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-23";"2026-04-23";"Hessen";"Bergstraße";"Lindenfels";"true";"49,6830000000000";"8,792000000000000";"true";"Lindenfels";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"PL-ASF-2026-7i35o";"2026/984-e1e71";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Podkarpackie";"Rzeszów";"Hyżne";"true";"49,9114747301818";"22,242034709944800";"false";"Hyżne";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-17";"2026-04-21";"2026-04-21";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"PL-ASF-2026-3enwi";"2026/975-kpwuw";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Lubelskie";"Janów Lubelski";"Godziszów";"true";"50,7408042899277";"22,414100868749248";"false";"Godziszów";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-18";"2026-04-21";"2026-04-21";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"PL-ASF-2026-1xcsp";"2026/974-tvecn";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Lubelskie";"Parczew";"Parczew";"true";"51,5943930213090";"22,888426583357901";"false";"Parczew";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-15";"2026-04-21";"2026-04-21";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"RO-ASF-2026-rg3br";NaN;"Rumänien";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-23";"2026-04-23";"Bihor";"Buntesti";NaN;"true";"46,6101042980752";"22,539651350583675";"false";"Buntesti";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";NaN;"1";NaN;NaN;"2026";"2026-04-21";"2026-04-21";"2026-04-21";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-y0ahg";"26-011-cdwwh";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-23";"2026-04-23";"Hessen";"Groß-Gerau";"Gernsheim";"true";"49,7300000000000";"8,460000000000001";"true";"Gernsheim";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-21";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-x41zj";"26-011-f4mwn";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-23";"2026-04-23";"Hessen";"Bergstraße";"Lampertheim";"true";"49,6100000000000";"8,529999999999999";"true";"Lampertheim";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"LV-ND.NON-P-2026-egnnq";NaN;"Lettland";"Primary";"Newcastle disease virus in non-poultry for AHL";NaN;NaN;"2026-04-22";"2026-04-22";"Dienvidkurzemes";"Kalētu pagasts";NaN;"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"Tiere";"50";"50";"19";"0";"0";NaN;"2026";"2026-04-20";"2026-04-21";"N/A";"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-21";"Positive";"EU"
"DE-VHS-2026-dk2ti";"26-801-k5wbg";"Deutschland";"Primary";"Viral haemorrhagic septicaemia virus (Inf. with)";NaN;NaN;"2026-04-22";"2026-04-22";"Baden-Württemberg";"Ostalbkreis";"Schwäbischer Wald";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"Semi-closed (e.g. ponds or raceways)";"Tiere";"150";"10";"10";NaN;NaN;NaN;"2026";"2026-04-13";"2026-04-21";"N/A";"Continuing";"false";"true";"true";"false";"Pathogen detection";"Microbiological culture";"Virus isolation";"Laboratory";"Regional Reference Laboratory";"Oncorhynchus mykiss";"2026-04-21";"Positive";"EU"
"DE-ASF-2026-sgn61";"26-011-gdx0l";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Hessen";"Bergstraße";"Lampertheim";"true";"49,6040000000000";"8,539999999999999";"true";"Lampertheim";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-o568j";"26-011-eurv2";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Hessen";"Bergstraße";"Lampertheim";"true";"49,6170000000000";"8,536000000000000";"true";"Lampertheim";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-rkklq";"26-011-k2pir";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Hessen";"Bergstraße";"Lampertheim";"true";"49,6170000000000";"8,536000000000000";"true";"Lampertheim";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-hoeh6";"26-011-ho615";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Hessen";"Bergstraße";"Lorsch";"true";"49,6270000000000";"8,542999999999999";"true";"Lorsch";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-lufk6";"26-011-rmgic";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Hessen";"Bergstraße";"Lorsch";"true";"49,6240000000000";"8,526000000000000";"true";"Lorsch";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-cpx8a";"26-011-33igr";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Hessen";"Bergstraße";"Lampertheim";"true";"49,6100000000000";"8,520000000000000";"true";"Lampertheim";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"GR-FMD-2026-ncivz";NaN;"Griechenland";"Secondary";"Foot and mouth disease virus (Inf. with)";"SAT 1";"Farm";"2026-04-22";"2026-04-22";"Lesvos";"Lesvos";NaN;"true";"39,2398735581534";"26,255380877095646";"false";"AGIA PARASKEVI";NaN;NaN;NaN;NaN;"Tiere";"459";"92";"0";NaN;NaN;NaN;"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Antibody detection";"Antibody detection tests";"ELISA for the detection of antibodies against non-structural proteins (NSP ELISA)";"Laboratory";"National Reference Laboratory";"Sheep";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-vlqj5";"26-011-su2qe";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Kreuztal";"true";"50,9900000000000";"7,980000000000000";"true";"Kreuztal";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-19";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-20";"Positive";"EU and WOAH"
"DE-ASF-2026-zy2r5";"26-011-eexrg";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Hilchenbach";"true";"50,9900000000000";"8,050000000000001";"true";"Hilchenbach";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-19";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-20";"Positive";"EU and WOAH"
"DE-ASF-2026-oumc8";"26-011-85j0u";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Diehsa";"false";"51,1990000000000";"14,827999999999999";"true";"Waldhufen";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-14";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-aj4y1";"26-011-18n3z";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Markersdorf";"false";"51,1560000000000";"14,837000000000000";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-15";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-w1u9n";"26-011-vd7b5";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Reichenbach/O.L.";"false";"51,1700000000000";"14,830000000000000";"true";"Reichenbach/O.L.";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"0";"1";"0";"0";"2026";"2026-04-14";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"CZ-ND.NON-P-2026-58e4g";"NCZ-qcvhd";"Tschechische Republik";"Primary";"Newcastle disease virus in non-poultry for AHL";NaN;NaN;"2026-04-21";"2026-04-21";"Jihočeský";"České Budějovice";NaN;"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"Tiere";"41";"5";"4";"37";"0";NaN;"2026";"2026-04-19";"2026-04-21";"N/A";"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Reverse transcription-polymerase chain reaction (RT-PCR)";"Laboratory";"Regional Reference Laboratory";"Birds";"2026-04-21";"Positive";"EU"
"DE-ASF-2026-85zvj";"26-011-d4ys3";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Bad Berleburg";"true";"51,0600000000000";"8,330000000000000";"true";"Bad Berleburg";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-20";"Positive";"EU and WOAH"
"DE-ASF-2026-31n57";"26-011-zm667";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Hilchenbach";"true";"50,9900000000000";"8,138999999999999";"true";"Hilchenbach";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-16";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Sus scrofa";"2026-04-20";"Positive";"EU and WOAH"
"DE-ASF-2026-xe891";"26-011-94wpi";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Weißer Schöps/Neiße";"false";"51,2020000000000";"14,878000000000000";"true";"Kodersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-bsgmv";"26-011-b2i75";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Markersdorf";"false";"51,1560000000000";"14,842000000000001";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-xxbi2";"26-011-byjmh";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Markersdorf";"false";"51,1570000000000";"14,843000000000000";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-17";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-gdb8f";"26-011-xf7zi";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Diehsa";"false";"51,1990000000000";"14,829000000000001";"true";"Waldhufen";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-14";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-5n757";"26-011-n7429";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Reichenbach/O.L.";"false";"51,1990000000000";"14,833000000000000";"true";"Königshain";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-14";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-efbqh";"26-011-5xtdq";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Diehsa";"false";"51,2000000000000";"14,830000000000000";"true";"Waldhufen";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-14";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-ivbko";"26-011-14aie";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Markersdorf";"false";"51,1560000000000";"14,837999999999999";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-15";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
"DE-ASF-2026-im1cx";"26-011-mtytf";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-21";"2026-04-21";"Sachsen";"Görlitz";"Diehsa";"false";"51,2000000000000";"14,830000000000000";"true";"Waldhufen";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-14";"2026-04-21";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-21";"Positive";"EU and WOAH"
