"country";"eventId";"reportId";"disease";"subType";"eventStartDate";"reason";"reportStatus";"submissionDate";"reportNumber"
"Bulgaria";"4205-l69pv";"154959-zwg0v";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"Untyped or partially typed";"16.12.2021";"Recurrence of an eradicated disease";"Validated";"12.4.2022";"FUR_1"
"Iceland";"4397-qc2q7";"154915-ivomr";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"8.10.2021";"First occurrence in the country";"Validated";"11.4.2022";"IN"
"United Kingdom";"4301-pr6ps";"154935-3apiv";"Taylorella equigenitalis (Inf. with) (Contagious equine metritis)";NaN;"24.1.2022";"Recurrence of an eradicated disease";"Validated";"8.4.2022";"FUR_10"
"Sweden";"4021-9ev5f";"154852-6x2cp";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"13.10.2021";"Recurrence of an eradicated disease";"Validated";"4.4.2022";"FUR_13"
"Hungary";"4107-178cv";"154848-ownhi";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"22.11.2021";"Recurrence of an eradicated disease";"Validated";"4.4.2022";"FUR_14"
"Hungary";"4104-3uvzp";"154847-3y7z8";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"22.11.2021";"Recurrence of an eradicated disease";"Validated";"4.4.2022";"FUR_16"
"Hungary";"4106-dk203";"154846-of9te";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"22.11.2021";"Recurrence of an eradicated disease";"Validated";"4.4.2022";"FUR_16"
"Hungary";"4090-rnrzd";"154845-z13md";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"20.11.2021";"Recurrence of an eradicated disease";"Validated";"4.4.2022";"FUR_12"
"Hungary";"4089-ttjpw";"154844-i9vb9";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"19.11.2021";"Recurrence of an eradicated disease";"Validated";"4.4.2022";"FUR_15"
"Hungary";"4077-ankh9";"154843-b9al0";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"15.11.2021";"Recurrence of an eradicated disease";"Validated";"4.4.2022";"FUR_17"
"Russia";"4282-ngb8g";"154806-dvuec";"African swine fever virus (Inf. with)";NaN;"20.1.2022";"Recurrence of an eradicated disease";"Validated";"31.3.2022";"FUR_1"
"Russia";"4303-1fvhl";"154754-p3j7s";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"31.1.2022";"Recurrence of an eradicated disease";"Validated";"29.3.2022";"FUR_2"
"Albania";"3347-vt03o";"154719-9lkkk";"Bluetongue virus (Inf. with)";"4";"6.8.2020";"Recurrence of an eradicated disease";"Validated";"26.3.2022";"FUR_2"
"Belgium";"4161-9us36";"154696-2sowk";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"3.12.2021";"Recurrence of an eradicated disease";"Validated";"25.3.2022";"FUR_2"
"Italy";"4017-qoezp";"154695-ksr4b";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"18.10.2021";"Recurrence of an eradicated disease";"Validated";"25.3.2022";"FUR_22"
"Russia";"3901-7idy5";"154694-6lnbh";"Lumpy skin disease virus (Inf. with)";NaN;"18.8.2021";"Recurrence of an eradicated disease";"Validated";"25.3.2022";"FUR_11"
"Ukraine";"4295-m9d5t";"154691-0v5fn";"African swine fever virus (Inf. with)";NaN;"1.2.2022";"Recurrence of an eradicated disease";"Validated";"25.3.2022";"FUR_1"
"Russia";"4313-pvbwb";"154687-jvmvu";"Lumpy skin disease virus (Inf. with)";NaN;"8.2.2022";"First occurrence in a zone or a compartment";"Validated";"24.3.2022";"FUR_1"
"Russia";"4118-q1p2j";"154684-84eg3";"Lumpy skin disease virus (Inf. with)";NaN;"25.10.2021";"Recurrence of an eradicated disease";"Validated";"24.3.2022";"FUR_6"
"Austria";"4114-ph7l9";"154650-bkxvo";"Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis";NaN;"18.11.2021";"Recurrence of an eradicated disease";"Validated";"22.3.2022";"FUR_6"
"Spain";"3780-5eh6r";"154594-p9ng6";"SARS-CoV-2 in animals (Inf. with)";NaN;"14.6.2021";"Emerging disease";"Validated";"18.3.2022";"FUR_2"
"Romania";"3932-eo5zh";"154562-5t2mk";"African swine fever virus (Inf. with)";NaN;"31.8.2021";"Recurrence of an eradicated disease";"Validated";"17.3.2022";"FUR_1"
"Spain";"3782-j936v";"154541-8dbq9";"SARS-CoV-2 in animals (Inf. with)";NaN;"17.6.2021";"Emerging disease";"Validated";"15.3.2022";"FUR_1"
"Spain";"3817-otypy";"154546-70psn";"SARS-CoV-2 in animals (Inf. with)";NaN;"12.7.2021";"Emerging disease";"Validated";"15.3.2022";"FUR_1"
"Spain";"3781-vr1nj";"154540-nbwxl";"SARS-CoV-2 in animals (Inf. with)";NaN;"22.6.2021";"Emerging disease";"Validated";"15.3.2022";"FUR_1"
"Spain";"3755-fe2we";"154538-hyj4d";"SARS-CoV-2 in animals (Inf. with)";NaN;"26.5.2021";"Emerging disease";"Validated";"15.3.2022";"FUR_1"
"Romania";"4321-r7lix";"154531-3mg8z";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"10.2.2022";"Recurrence of an eradicated disease";"Validated";"15.3.2022";"FUR_1"
"Faeroe Islands";"4189-7z9g1";"154524-sgjzc";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"15.9.2021";"First occurrence in the country";"Validated";"14.3.2022";"FUR_9"
"Spain";"3624-uqhhz";"154517-o0538";"SARS-CoV-2 in animals (Inf. with)";NaN;"15.3.2021";"Emerging disease";"Validated";"14.3.2022";"FUR_1"
"Russia";"4283-f2ed7";"154487-w8r7s";"African swine fever virus (Inf. with)";NaN;"24.1.2022";"First occurrence in a zone or a compartment";"Validated";"10.3.2022";"FUR_1"
"Russia";"4177-wjelh";"154483-zu94c";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"10.12.2021";"Recurrence of an eradicated disease";"Validated";"10.3.2022";"FUR_1"
"Russia";"4008-o7s5e";"154482-1shzy";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5 (N untyped)";"10.10.2021";"Recurrence of an eradicated disease";"Validated";"10.3.2022";"FUR_1"
"Greece";"3124-e3imk";"154466-5da31";"African swine fever virus (Inf. with)";NaN;"5.2.2020";"First occurrence in the country";"Validated";"10.3.2022";"FUR_2"
"Denmark";"4317-4c6p0";"154470-rga9b";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"10.2.2022";"Recurrence of an eradicated disease";"Validated";"9.3.2022";"FUR_1"
"Russia";"4289-rd2ia";"154355-mobr9";"Sheep pox and goat pox";NaN;"18.1.2022";"Recurrence of an eradicated disease";"Validated";"1.3.2022";"FUR_1"
"Russia";"4278-tdcmh";"154354-zmyjh";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"22.1.2022";"Recurrence of an eradicated disease";"Validated";"1.3.2022";"FUR_1"
"Finland";"4310-nl235";"154351-7q2to";"Theileria equi and Babesia caballi (Inf. with) (Equine piroplasmosis)";NaN;"3.2.2022";"Recurrence of an eradicated disease";"Validated";"1.3.2022";"FUR_2"
"Moldova";"4268-o0tt8";"154305-ngi8m";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"1.1.2022";"First occurrence in the country";"Validated";"25.2.2022";"FUR_5"
"Lithuania";"3634-o5esl";"154288-ecc1v";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H7N7";"26.3.2021";"New strain in the country";"Validated";"25.2.2022";"FUR_2"
"Lithuania";"3480-odwfv";"154286-efqrv";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"8.1.2021";"Recurrence of an eradicated disease";"Validated";"25.2.2022";"FUR_9"
"Russia";"4200-5z313";"154134-364kk";"Foot and mouth disease virus (Inf. with)";"O";"20.12.2021";"Recurrence of an eradicated disease";"Validated";"24.2.2022";"FUR_1"
"Finland";"4315-rsrtk";"154185-lesjw";"SARS-CoV-2 in animals (Inf. with)";NaN;"2.2.2022";"Emerging disease";"Validated";"18.2.2022";"FUR_1"
"Russia";"4109-6movt";"154170-p0fun";"African swine fever virus (Inf. with)";NaN;"15.11.2021";"Recurrence of an eradicated disease";"Validated";"17.2.2022";"FUR_3"
"Slovenia";"4203-gduc3";"154142-mgzju";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"27.12.2021";"Recurrence of an eradicated disease";"Validated";"17.2.2022";"FUR_6"
"Romania";"4167-8qksp";"154138-efvt8";"Viral haemorrhagic septicaemia virus (Inf. with)";NaN;"18.11.2021";"First occurrence in a zone or a compartment";"Validated";"16.2.2022";"FUR_1"
"Switzerland";"4269-zjepd";"154132-9fxy4";"Newcastle disease virus (Inf. with)";NaN;"20.1.2022";"Recurrence of an eradicated disease";"Validated";"16.2.2022";"FUR_1"
"Ireland";"4324-m6c5p";"154102-4o0wz";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"3.2.2022";"Unusual host species";"Validated";"15.2.2022";"FUR_1"
"Italy";"3613-8bqtz";"154092-7g7x5";"SARS-CoV-2 in animals (Inf. with)";NaN;"7.3.2021";"Emerging disease";"Validated";"14.2.2022";"FUR_3"
"Italy";"3464-v0g8m";"154091-89cww";"Aphanomyces astaci (Inf. with)(Crayfish plague)";NaN;"20.11.2020";"Recurrence";"Validated";"14.2.2022";"FUR_1"
"Russia";"3813-58r8y";"154012-9xm8g";"African swine fever virus (Inf. with)";NaN;"12.7.2021";"First occurrence in a zone or a compartment";"Validated";"10.2.2022";"FUR_11"
"Russia";"4182-vm20c";"154009-0qk2q";"African swine fever virus (Inf. with)";NaN;"13.12.2021";"Recurrence of an eradicated disease";"Validated";"10.2.2022";"FUR_1"
"Russia";"4080-23uie";"154008-wyxai";"African swine fever virus (Inf. with)";NaN;"16.11.2021";"Recurrence of an eradicated disease";"Validated";"10.2.2022";"FUR_1"
"Russia";"4253-169sn";"153999-c3oux";"Newcastle disease virus (Inf. with)";NaN;"25.12.2021";"Recurrence of an eradicated disease";"Validated";"10.2.2022";"FUR_1"
"Russia";"3808-b4yl5";"153997-o0uet";"Sheep pox and goat pox";NaN;"5.7.2021";"Recurrence of an eradicated disease";"Validated";"10.2.2022";"FUR_6"
"Belgium";"3916-4j6rb";"153976-36efe";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"28.8.2021";"Recurrence of an eradicated disease";"Validated";"9.2.2022";"FUR_3"
"Denmark";"4190-4c2yo";"153973-rwato";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"18.12.2021";"Recurrence of an eradicated disease";"Validated";"9.2.2022";"FUR_2"
"Denmark";"4239-o9i8x";"153966-frfpc";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N8";"6.1.2022";"Recurrence of an eradicated strain";"Validated";"9.2.2022";"FUR_1"
"Iceland";"4142-49k2y";"153923-35jo1";"Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes)";"HPR-deleted";"26.11.2021";"New strain in the country";"Validated";"8.2.2022";"FUR_2"
"Czech Republic";"4084-mkdzk";"153921-78stq";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"17.11.2021";"Recurrence of an eradicated disease";"Validated";"8.2.2022";"FUR_6"
"Slovakia";"4304-x1knn";"153896-y5qhg";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"26.12.2021";"Recurrence of an eradicated strain";"Validated";"7.2.2022";"IN"
"Slovakia";"4093-dyf20";"153894-58nk9";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"19.11.2021";"Recurrence of an eradicated disease";"Validated";"7.2.2022";"FUR_4"
"Bulgaria";"4291-q07b6";"153809-f99ct";"African swine fever virus (Inf. with)";NaN;"24.1.2022";"Recurrence of an eradicated disease";"Validated";"1.2.2022";"IN"
"Bulgaria";"4290-wvr7m";"153807-rjipw";"African swine fever virus (Inf. with)";NaN;"12.1.2022";"Recurrence of an eradicated disease";"Validated";"1.2.2022";"IN"
"Sweden";"4174-q27a3";"153804-csyue";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"11.12.2021";"Recurrence of an eradicated disease";"Validated";"1.2.2022";"FUR_6"
"Ukraine";"4064-joiq0";"153791-mmryk";"African swine fever virus (Inf. with)";NaN;"8.11.2021";"Recurrence of an eradicated disease";"Validated";"31.1.2022";"FUR_3"
"United Kingdom";"3064-51e1i";"153762-f262n";"Caprine arthritis/encephalitis";NaN;"20.9.2019";"First occurrence in a zone or a compartment";"Validated";"28.1.2022";"FUR_1"
"Slovenia";"4202-dbqf7";"153743-6hm8s";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"26.12.2021";"Recurrence of an eradicated disease";"Validated";"28.1.2022";"FUR_1"
"Bulgaria";"3324-f879m";"153729-0hyl8";"Bluetongue virus (Inf. with)";"4";"9.10.2020";"First occurrence in a zone or a compartment";"Validated";"27.1.2022";"FUR_5"
"Sweden";"3899-o1o9o";"153270-37ytm";"SARS-CoV-2 in animals (Inf. with)";NaN;"19.8.2021";"Emerging disease";"Validated";"27.1.2022";"FUR_4"
"Belgium";"3453-u9592";"153728-fga1s";"Mycobacterium tuberculosis complex (Inf. with)(2019-)";NaN;"16.11.2020";"Recurrence of an eradicated disease";"Validated";"27.1.2022";"FUR_6"
"France";"4184-1arv1";"153696-gle6r";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"14.12.2021";"First occurrence in a zone or a compartment";"Validated";"26.1.2022";"FUR_2"
"Germany";"3964-7l1yc";"153692-fu4ns";"Rabies virus (Inf. with)";"RABV";"8.9.2021";"Recurrence of an eradicated disease";"Validated";"25.1.2022";"FUR_1"
"Germany";"3999-r4wi4";"153634-kw6uh";"Bovine spongiform encephalopathy";NaN;"29.9.2021";"Recurrence of an eradicated disease";"Validated";"21.1.2022";"FUR_1"
"Russia";"3965-o3zuu";"153610-1qzw1";"African swine fever virus (Inf. with)";NaN;"21.9.2021";"Recurrence of an eradicated disease";"Validated";"21.1.2022";"FUR_7"
"Russia";"4134-6ltem";"153612-6q3sd";"African swine fever virus (Inf. with)";NaN;"30.11.2021";"Recurrence of an eradicated disease";"Validated";"20.1.2022";"FUR_2"
"Russia";"4164-16afm";"153609-5xgm5";"African swine fever virus (Inf. with)";NaN;"25.11.2021";"Recurrence of an eradicated disease";"Validated";"20.1.2022";"FUR_1"
"Ireland";"4086-0mp5m";"153588-n1t1a";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"19.11.2021";"Recurrence of an eradicated disease";"Validated";"19.1.2022";"FUR_8"
"France";"4061-8ic4h";"153512-ml7x1";"Brucella melitensis (Inf. with)";NaN;"12.10.2021";"Recurrence of an eradicated disease";"Validated";"19.1.2022";"FUR_1"
"Russia";"4102-39oxs";"153583-9e716";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"22.11.2021";"Recurrence of an eradicated disease";"Validated";"19.1.2022";"FUR_1"
"Ukraine";"4169-kbbup";"153582-uv1rw";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"12.12.2021";"Recurrence of an eradicated disease";"Validated";"19.1.2022";"FUR_1"
"Ukraine";"4160-ifkr2";"153578-cek7a";"African swine fever virus (Inf. with)";NaN;"7.12.2021";"Recurrence of an eradicated disease";"Validated";"19.1.2022";"FUR_1"
"Slovenia";"3471-7en60";"153559-waez8";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"24.12.2020";"New strain in a zone or a compartment";"Validated";"18.1.2022";"FUR_1"
"Slovenia";"3406-2o74v";"153558-h7m7x";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"17.11.2020";"Recurrence of an eradicated disease";"Validated";"18.1.2022";"FUR_3"
"Russia";"4040-qlisg";"153547-3jimn";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"26.10.2021";"First occurrence in a zone or a compartment";"Validated";"18.1.2022";"FUR_1"
"Russia";"3987-7qzb7";"153544-f39ud";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"27.9.2021";"Recurrence of an eradicated disease";"Validated";"18.1.2022";"FUR_8"
"Russia";"3786-7tq78";"153543-9apoh";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"25.6.2021";"Recurrence of an eradicated disease";"Validated";"18.1.2022";"FUR_10"
"Russia";"4000-egv64";"153538-dll1k";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"7.10.2021";"Recurrence of an eradicated disease";"Validated";"18.1.2022";"FUR_3"
"Russia";"3943-j0feu";"153537-gwtrk";"Newcastle disease virus (Inf. with)";NaN;"6.9.2021";"Recurrence of an eradicated disease";"Validated";"18.1.2022";"FUR_1"
"Russia";"4133-em7rl";"153532-tk9jc";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5 (N untyped)";"1.12.2021";"Recurrence of an eradicated disease";"Validated";"18.1.2022";"FUR_1"
"Norway";"3874-as41u";"153221-0v94e";"Tularemia";NaN;"11.7.2021";"Recurrence of an eradicated disease";"Validated";"17.1.2022";"FUR_4"
"Norway";"3966-s5n0e";"152851-f4hma";"Pathogenic rabbit lagoviruses (Inf. with) (Rabbit haemorrhagic disease)";"RHDV2";"10.8.2021";"Recurrence of an eradicated disease";"Validated";"17.1.2022";"FUR_1"
"Norway";"4087-8yubf";"153380-pr6l7";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"9.11.2021";"New strain in the country";"Validated";"14.1.2022";"FUR_3"
"Russia";"4163-mpibt";"153466-neay4";"African swine fever virus (Inf. with)";NaN;"23.11.2021";"Recurrence of an eradicated disease";"Validated";"13.1.2022";"FUR_1"
"Russia";"3890-toauo";"153465-041y2";"African swine fever virus (Inf. with)";NaN;"18.8.2021";"Recurrence of an eradicated disease";"Validated";"13.1.2022";"FUR_3"
"Russia";"4009-ywno0";"153464-1ozpf";"African swine fever virus (Inf. with)";NaN;"8.10.2021";"Recurrence of an eradicated disease";"Validated";"13.1.2022";"FUR_1"
"Russia";"4079-ss9sr";"153463-lrtl2";"African swine fever virus (Inf. with)";NaN;"14.11.2021";"First occurrence in a zone or a compartment";"Validated";"13.1.2022";"FUR_1"
"Russia";"3976-9wjqq";"153462-vjb1m";"African swine fever virus (Inf. with)";NaN;"12.9.2021";"First occurrence in a zone or a compartment";"Validated";"13.1.2022";"FUR_5"
"Russia";"4032-ngjn6";"153460-4w9n2";"African swine fever virus (Inf. with)";NaN;"21.10.2021";"Recurrence of an eradicated disease";"Validated";"13.1.2022";"FUR_1"
"Russia";"4081-99mvu";"153459-t7g97";"African swine fever virus (Inf. with)";NaN;"17.11.2021";"Recurrence of an eradicated disease";"Validated";"13.1.2022";"FUR_1"
"United Kingdom";"3959-q766z";"153458-dg1b5";"Bovine spongiform encephalopathy";NaN;"1.9.2021";"Recurrence of an eradicated disease";"Validated";"13.1.2022";"FUR_16"
"Ukraine";"4123-jq0x1";"153437-4s4iw";"African swine fever virus (Inf. with)";NaN;"29.11.2021";"Recurrence of an eradicated disease";"Validated";"12.1.2022";"FUR_1"
"Slovenia";"4230-2298b";"153426-g535h";"SARS-CoV-2 in animals (Inf. with)";NaN;"4.1.2022";"Emerging disease";"Validated";"12.1.2022";"IN"
"Norway";"3419-cta8k";"153371-9i5el";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"22.11.2020";"First occurrence in the country";"Validated";"11.1.2022";"FUR_17"
"Finland";"3734-x49q5";"153377-27572";"Infectious haematopoietic necrosis virus (Inf. with)";NaN;"24.5.2021";"First occurrence in a zone or a compartment";"Validated";"10.1.2022";"FUR_28"
"Croatia";"4111-it4el";"153354-se5bc";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"18.11.2021";"Recurrence of an eradicated disease";"Validated";"7.1.2022";"FUR_1"
